lat_cluster,lon_cluster,temperature_avg_min,temperature_avg_max,temperature_avg_mean,humidity_min,humidity_max,humidity_mean,temperature_max_max,temperature_min_min
-25.1,26.7,21.405,21.405,21.405,29,29,29.0,26.88,15.93
-25.1,26.8,32.07,32.07,32.07,26,26,26.0,37.87,26.27
-25.1,123.7,39.56,39.56,39.56,35,35,35.0,46.33,32.79
-25.0,-39.4,7.385,7.385,7.385,33,33,33.0,12.16,2.61
-25.0,-12.3,24.495,24.495,24.495,81,81,81.0,29.35,19.64
-25.0,102.2,23.55,23.55,23.55,16,16,16.0,30.0,17.1
-25.0,165.8,19.085,19.085,19.085,65,65,65.0,22.54,15.63
-24.9,-3.4,8.285,8.285,8.285,12,12,12.0,15.33,1.24
-24.8,6.9,17.955,17.955,17.955,32,32,32.0,19.27,16.64
-24.6,105.3,12.975,12.975,12.975,41,41,41.0,17.49,8.46
-24.5,-89.2,9.535,9.535,9.535,98,98,98.0,12.73,6.34
-24.4,73.1,23.155,23.155,23.155,31,31,31.0,27.88,18.43
-24.3,130.8,-0.0149999999999999,-0.0149999999999999,-0.0149999999999999,23,23,23.0,3.02,-3.05
-24.1,-120.7,24.71,24.71,24.71,20,20,20.0,28.16,21.26
-24.1,128.3,30.945,30.945,30.945,48,48,48.0,36.29,25.6
-24.0,-105.6,21.745,21.745,21.745,54,54,54.0,24.9,18.59
-23.9,-60.0,19.515,19.515,19.515,35,35,35.0,25.26,13.77
-23.9,154.1,28.285,28.285,28.285,97,97,97.0,33.78,22.79
-23.7,-79.4,28.840000000000003,28.840000000000003,28.840000000000003,39,39,39.0,32.17,25.51
-23.7,170.7,-9.795,-9.795,-9.795,57,57,57.0,-3.74,-15.85
-23.4,104.8,28.425,28.425,28.425,19,19,19.0,31.65,25.2
-23.3,-44.8,-2.895,-2.895,-2.895,11,11,11.0,0.68,-6.47
-23.3,-34.7,30.395,30.395,30.395,36,36,36.0,36.23,24.56
-23.0,17.9,-9.23,-9.23,-9.23,76,76,76.0,-4.9,-13.56
-22.9,133.3,15.505,15.505,15.505,76,76,76.0,22.5,8.51
-22.8,-12.9,3.4650000000000003,3.4650000000000003,3.4650000000000003,15,15,15.0,7.28,-0.35
-22.8,81.8,16.560000000000002,16.560000000000002,16.560000000000002,32,32,32.0,19.55,13.57
-22.8,107.2,3.585,3.585,3.585,17,17,17.0,9.9,-2.73
-22.6,-84.4,40.385000000000005,40.385000000000005,40.385000000000005,89,89,89.0,45.6,35.17
-22.6,-43.8,-12.725,-12.725,-12.725,67,67,67.0,-10.24,-15.21
-22.6,146.4,17.2,17.2,17.2,49,49,49.0,21.83,12.57
-22.4,-22.5,9.415,9.415,9.415,15,15,15.0,16.05,2.78
-22.4,32.5,31.165,31.165,31.165,43,43,43.0,34.38,27.95
-22.2,-90.4,3.095,3.095,3.095,78,78,78.0,6.37,-0.18
-22.1,-179.9,29.625,29.625,29.625,14,14,14.0,33.52,25.73
-22.1,-138.8,0.165,0.165,0.165,100,100,100.0,7.58,-7.25
-22.1,-84.3,8.08,8.08,8.08,25,25,25.0,11.71,4.45
-22.1,21.5,14.420000000000002,14.420000000000002,14.420000000000002,83,83,83.0,21.44,7.4
-22.1,118.1,27.46,27.46,27.46,50,50,50.0,33.46,21.46
-22.0,34.6,21.01,21.01,21.01,40,40,40.0,27.71,14.31
-21.9,-69.7,-13.625,-13.625,-13.625,25,25,25.0,-6.9,-20.35
-21.7,-179.6,16.62,16.62,16.62,26,26,26.0,21.32,11.92
-21.6,71.4,1.275,1.275,1.275,71,71,71.0,5.83,-3.28
-21.4,-87.2,7.995,7.995,7.995,61,61,61.0,10.25,5.74
-21.4,-19.0,-3.245,-3.245,-3.245,95,95,95.0,-1.07,-5.42
-21.4,72.5,27.28,27.28,27.28,44,44,44.0,29.05,25.51
-21.3,-113.8,-5.9,-5.9,-5.9,76,76,76.0,-3.46,-8.34
-21.3,-0.7,-1.685,-1.685,-1.685,37,37,37.0,0.09,-3.46
-21.2,37.3,-11.989999999999998,-11.989999999999998,-11.989999999999998,23,23,23.0,-8.11,-15.87
-21.2,68.7,6.955,6.955,6.955,64,64,64.0,9.27,4.64
-21.1,-166.8,-4.829999999999999,-4.829999999999999,-4.829999999999999,57,57,57.0,0.46,-10.12
-21.1,-35.9,4.335,4.335,4.335,72,72,72.0,8.76,-0.09
-21.0,53.7,0.1749999999999998,0.1749999999999998,0.1749999999999998,39,39,39.0,8.0,-7.65
-20.9,154.0,2.13,2.13,2.13,29,29,29.0,6.79,-2.53
-20.8,-79.0,9.975,9.975,9.975,31,31,31.0,14.59,5.36
-20.8,19.6,35.245,35.245,35.245,97,97,97.0,40.86,29.63
-20.7,-176.8,19.315,19.315,19.315,17,17,17.0,23.87,14.76
-20.5,11.1,-9.59,-9.59,-9.59,64,64,64.0,-2.84,-16.34
-20.4,-17.9,38.57,38.57,38.57,91,91,91.0,41.05,36.09
-20.4,6.0,18.635,18.635,18.635,60,60,60.0,24.32,12.95
-20.2,-99.8,4.425,4.425,4.425,44,44,44.0,8.07,0.78
-20.2,166.7,-6.21,-6.21,-6.21,20,20,20.0,-0.72,-11.7
-20.0,-111.4,10.705,10.705,10.705,66,66,66.0,14.81,6.6
-20.0,-73.9,-5.4,-5.4,-5.4,30,30,30.0,-3.31,-7.49
-20.0,23.2,-12.675,-12.675,-12.675,91,91,91.0,-6.5,-18.85
-19.8,69.2,23.77,23.77,23.77,74,74,74.0,28.99,18.55
-19.7,-33.6,5.17,5.17,5.17,82,82,82.0,8.54,1.8
-19.7,115.3,22.215,22.215,22.215,16,16,16.0,26.23,18.2
-19.6,129.6,17.955,17.955,17.955,31,31,31.0,22.73,13.18
-19.4,-129.6,2.595,2.595,2.595,30,30,30.0,8.02,-2.83
-19.4,40.9,-5.3500000000000005,-5.3500000000000005,-5.3500000000000005,77,77,77.0,-1.56,-9.14
-19.3,63.0,-0.3700000000000001,-0.3700000000000001,-0.3700000000000001,53,53,53.0,5.29,-6.03
-19.2,-11.1,33.415,33.415,33.415,59,59,59.0,36.65,30.18
-19.0,53.6,36.395,36.395,36.395,78,78,78.0,41.05,31.74
-19.0,174.6,28.14,28.14,28.14,90,90,90.0,32.91,23.37
-18.6,-118.4,5.960000000000001,5.960000000000001,5.960000000000001,63,63,63.0,8.96,2.96
-18.6,5.1,0.2400000000000002,0.2400000000000002,0.2400000000000002,90,90,90.0,5.15,-4.67
-18.6,124.3,-1.81,-1.81,-1.81,76,76,76.0,2.24,-5.86
-18.3,-49.1,-9.995,-9.995,-9.995,14,14,14.0,-5.98,-14.01
-18.3,66.4,32.78,32.78,32.78,69,69,69.0,36.06,29.5
-18.2,74.3,3.3999999999999995,3.3999999999999995,3.3999999999999995,94,94,94.0,8.62,-1.82
-18.1,-113.5,13.96,13.96,13.96,43,43,43.0,18.9,9.02
-17.8,-108.6,16.905,16.905,16.905,79,79,79.0,20.98,12.83
-17.8,-47.9,10.5,10.5,10.5,73,73,73.0,17.79,3.21
-17.6,82.2,31.155,31.155,31.155,73,73,73.0,37.98,24.33
-17.4,18.0,12.855,12.855,12.855,80,80,80.0,15.81,9.9
-17.4,53.6,25.33,25.33,25.33,37,37,37.0,30.35,20.31
-17.3,69.8,-1.29,-1.29,-1.29,87,87,87.0,0.9,-3.48
-17.2,16.4,28.270000000000003,28.270000000000003,28.270000000000003,85,85,85.0,35.56,20.98
-17.2,124.8,-6.845,-6.845,-6.845,70,70,70.0,-0.36,-13.33
-17.1,-82.4,6.455,6.455,6.455,22,22,22.0,10.96,1.95
-17.1,-32.7,41.815,41.815,41.815,59,59,59.0,45.92,37.71
-17.1,123.8,37.45,37.45,37.45,12,12,12.0,39.71,35.19
-17.0,-106.7,0.09,0.09,0.09,25,25,25.0,3.62,-3.44
-17.0,-72.5,-7.404999999999999,-7.404999999999999,-7.404999999999999,99,99,99.0,-3.79,-11.02
-16.9,-96.2,-10.555,-10.555,-10.555,55,55,55.0,-4.9,-16.21
-16.9,35.4,34.195,34.195,34.195,85,85,85.0,39.44,28.95
-16.9,118.8,24.14,24.14,24.14,38,38,38.0,28.47,19.81
-16.7,-92.7,32.835,32.835,32.835,97,97,97.0,38.59,27.08
-16.6,-45.7,35.035,35.035,35.035,73,73,73.0,42.14,27.93
-16.6,29.4,-0.29,-0.29,-0.29,19,19,19.0,4.11,-4.69
-16.6,50.0,25.93,25.93,25.93,32,32,32.0,29.24,22.62
-16.4,-3.0,-10.13,-10.13,-10.13,16,16,16.0,-4.58,-15.68
-16.3,-43.3,30.305,30.305,30.305,78,78,78.0,36.01,24.6
-16.3,15.2,14.72,14.72,14.72,75,75,75.0,20.13,9.31
-16.2,-85.5,-11.06,-11.06,-11.06,24,24,24.0,-7.47,-14.65
-16.1,-75.3,39.575,39.575,39.575,18,18,18.0,45.57,33.58
-16.0,-136.2,-8.905,-8.905,-8.905,89,89,89.0,-3.4,-14.41
-16.0,-11.4,28.09,28.09,28.09,87,87,87.0,33.11,23.07
-15.9,123.3,16.03,16.03,16.03,94,94,94.0,20.06,12.0
-15.8,31.8,27.315,27.315,27.315,91,91,91.0,31.21,23.42
-15.8,36.0,17.91,17.91,17.91,81,81,81.0,21.55,14.27
-15.7,19.0,8.719999999999999,8.719999999999999,8.719999999999999,30,30,30.0,10.51,6.93
-15.4,-98.7,22.57,22.57,22.57,39,39,39.0,24.29,20.85
-15.4,29.6,34.43,34.43,34.43,53,53,53.0,39.02,29.84
-15.3,-38.3,25.235,25.235,25.235,75,75,75.0,29.12,21.35
-15.3,40.2,-11.41,-11.41,-11.41,10,10,10.0,-7.46,-15.36
-15.2,142.8,-8.99,-8.99,-8.99,51,51,51.0,-3.81,-14.17
-15.1,-73.0,-2.27,-2.27,-2.27,48,48,48.0,5.41,-9.95
-15.1,-59.4,16.715,16.715,16.715,83,83,83.0,19.96,13.47
-15.1,-24.0,11.155,11.155,11.155,13,13,13.0,16.8,5.51
-14.8,-117.3,11.46,11.46,11.46,97,97,97.0,16.1,6.82
-14.8,23.4,26.355,26.355,26.355,40,40,40.0,28.73,23.98
-14.4,25.4,23.65,23.65,23.65,37,37,37.0,28.53,18.77
-13.9,28.5,-4.81,-4.81,-4.81,94,94,94.0,-1.42,-8.2
-13.8,28.2,-1.4600000000000002,-1.4600000000000002,-1.4600000000000002,72,72,72.0,3.23,-6.15
-13.3,-121.0,8.98,8.98,8.98,50,50,50.0,12.38,5.58
-13.2,-26.4,17.145,17.145,17.145,81,81,81.0,23.44,10.85
-13.2,16.0,31.77,31.77,31.77,99,99,99.0,38.36,25.18
-13.2,151.3,-5.095,-5.095,-5.095,45,45,45.0,0.16,-10.35
-13.1,172.4,4.105,4.105,4.105,35,35,35.0,10.84,-2.63
-13.0,-5.1,-13.34,-13.34,-13.34,15,15,15.0,-6.92,-19.76
-13.0,22.5,-2.42,-2.42,-2.42,32,32,32.0,2.44,-7.28
-12.9,7.4,2.215,2.215,2.215,54,54,54.0,4.1,0.33
-12.7,-71.0,10.1,10.1,10.1,46,46,46.0,13.18,7.02
-12.7,67.6,0.96,0.96,0.96,94,94,94.0,3.66,-1.74
-12.6,162.1,40.975,40.975,40.975,28,28,28.0,47.77,34.18
-12.5,84.4,15.165,15.165,15.165,84,84,84.0,20.56,9.77
-12.5,93.4,-11.575,-11.575,-11.575,75,75,75.0,-9.95,-13.2
-12.4,-4.3,20.55,20.55,20.55,74,74,74.0,22.57,18.53
-12.3,78.1,36.415,36.415,36.415,75,75,75.0,42.09,30.74
-12.2,147.5,-6.36,-6.36,-6.36,40,40,40.0,-3.76,-8.96
-12.0,-132.8,23.675,23.675,23.675,20,20,20.0,28.16,19.19
-12.0,-13.3,-14.25,-14.25,-14.25,87,87,87.0,-7.75,-20.75
-12.0,140.9,20.045,20.045,20.045,86,86,86.0,22.27,17.82
-12.0,152.4,22.105,22.105,22.105,27,27,27.0,24.78,19.43
-11.9,-150.1,-14.07,-14.07,-14.07,44,44,44.0,-8.78,-19.36
-11.9,105.6,7.630000000000001,7.630000000000001,7.630000000000001,32,32,32.0,10.71,4.55
-11.8,-35.6,40.215,40.215,40.215,15,15,15.0,42.01,38.42
-11.7,-138.9,38.835,38.835,38.835,72,72,72.0,40.95,36.72
-11.6,-101.5,38.71,38.71,38.71,99,99,99.0,44.1,33.32
-11.6,58.0,43.805,43.805,43.805,14,14,14.0,48.56,39.05
-11.5,1.2,-12.8,-12.8,-12.8,18,18,18.0,-8.77,-16.83
-11.4,-132.1,9.975,9.975,9.975,74,74,74.0,15.73,4.22
-11.3,-21.2,36.82,36.82,36.82,96,96,96.0,38.53,35.11
-11.3,80.0,36.56,36.56,36.56,19,19,19.0,40.99,32.13
-11.3,131.6,20.065,20.065,20.065,13,13,13.0,25.56,14.57
-11.2,-148.1,31.835,31.835,31.835,17,17,17.0,37.1,26.57
-11.0,-151.6,36.215,36.215,36.215,99,99,99.0,40.81,31.62
-11.0,93.1,-1.035,-1.035,-1.035,30,30,30.0,1.18,-3.25
-10.9,-74.6,-14.41,-14.41,-14.41,38,38,38.0,-11.48,-17.34
-10.9,157.0,43.705,43.705,43.705,38,38,38.0,48.7,38.71
-10.7,-14.4,13.655,13.655,13.655,39,39,39.0,18.91,8.4
-10.6,117.6,-6.815,-6.815,-6.815,38,38,38.0,-1.76,-11.87
-10.5,-163.3,13.885,13.885,13.885,39,39,39.0,19.79,7.98
-10.5,-45.3,-6.785,-6.785,-6.785,77,77,77.0,-3.22,-10.35
-10.5,-25.3,30.19,30.19,30.19,69,69,69.0,35.32,25.06
-10.4,-136.8,6.779999999999999,6.779999999999999,6.779999999999999,87,87,87.0,10.35,3.21
-10.2,-165.1,-3.785,-3.785,-3.785,61,61,61.0,2.56,-10.13
-10.2,-145.2,13.895,13.895,13.895,42,42,42.0,17.99,9.8
-10.2,32.0,32.760000000000005,32.760000000000005,32.760000000000005,86,86,86.0,36.06,29.46
-10.2,37.6,3.955,3.955,3.955,32,32,32.0,7.2,0.71
-10.2,67.5,38.995000000000005,38.995000000000005,38.995000000000005,62,62,62.0,41.22,36.77
-9.9,-59.0,24.42,24.42,24.42,30,30,30.0,28.65,20.19
-9.8,-178.5,7.51,7.51,7.51,66,66,66.0,14.07,0.95
-9.8,-156.1,-14.395,-14.395,-14.395,87,87,87.0,-9.93,-18.86
-9.8,-152.7,11.065,11.065,11.065,100,100,100.0,14.65,7.48
-9.7,-21.3,39.0,39.0,39.0,86,86,86.0,44.71,33.29
-9.6,-76.1,32.635,32.635,32.635,48,48,48.0,39.44,25.83
-9.5,-149.4,24.62,24.62,24.62,13,13,13.0,28.18,21.06
-9.5,-145.3,-1.92,-1.92,-1.92,82,82,82.0,2.1,-5.94
-9.4,-5.3,9.575,9.575,9.575,14,14,14.0,12.82,6.33
-9.1,-143.7,34.58,34.58,34.58,72,72,72.0,38.38,30.78
-9.0,-132.0,28.655,28.655,28.655,21,21,21.0,34.0,23.31
-9.0,-96.5,30.405,30.405,30.405,61,61,61.0,37.82,22.99
-8.9,8.6,29.67,29.67,29.67,10,10,10.0,31.89,27.45
-8.8,-83.2,-5.699999999999999,-5.699999999999999,-5.699999999999999,71,71,71.0,0.96,-12.36
-8.8,-37.2,8.155,8.155,8.155,66,66,66.0,12.35,3.96
-8.7,-1.1,8.78,8.78,8.78,73,73,73.0,12.79,4.77
-8.6,134.0,42.625,42.625,42.625,39,39,39.0,46.35,38.9
-8.4,-53.9,-13.38,-13.38,-13.38,11,11,11.0,-9.19,-17.57
-8.4,46.8,12.83,12.83,12.83,18,18,18.0,18.57,7.09
-8.3,-151.9,-3.585,-3.585,-3.585,70,70,70.0,1.43,-8.6
-8.1,-126.5,-14.575,-14.575,-14.575,79,79,79.0,-8.86,-20.29
-8.0,152.8,38.67,38.67,38.67,98,98,98.0,43.14,34.2
-7.8,-109.9,7.735,7.735,7.735,12,12,12.0,9.9,5.57
-7.8,-23.7,-8.825,-8.825,-8.825,63,63,63.0,-4.7,-12.95
-7.7,4.3,29.045,29.045,29.045,57,57,57.0,32.62,25.47
-7.7,25.3,21.655,21.655,21.655,80,80,80.0,24.84,18.47
-7.6,59.1,16.19,16.19,16.19,41,41,41.0,21.75,10.63
-7.6,63.3,6.065,6.065,6.065,72,72,72.0,11.03,1.1
-7.5,-138.7,23.585,23.585,23.585,100,100,100.0,29.84,17.33
-7.5,-75.1,-2.44,-2.44,-2.44,98,98,98.0,1.45,-6.33
-7.5,71.3,-2.21,-2.21,-2.21,98,98,98.0,4.15,-8.57
-7.3,-178.3,32.675,32.675,32.675,11,11,11.0,36.06,29.29
-7.3,7.4,-10.13,-10.13,-10.13,84,84,84.0,-4.44,-15.82
-7.2,84.5,6.085000000000001,6.085000000000001,6.085000000000001,41,41,41.0,9.3,2.87
-7.2,91.0,37.585,37.585,37.585,96,96,96.0,41.41,33.76
-7.1,-154.9,8.4,8.4,8.4,65,65,65.0,14.19,2.61
-7.1,5.2,19.770000000000003,19.770000000000003,19.770000000000003,35,35,35.0,23.19,16.35
-7.0,149.3,6.775,6.775,6.775,83,83,83.0,9.39,4.16
-6.9,-163.5,37.28,37.28,37.28,19,19,19.0,41.45,33.11
-6.8,-59.0,35.855000000000004,35.855000000000004,35.855000000000004,68,68,68.0,37.4,34.31
-6.8,129.4,36.915,36.915,36.915,97,97,97.0,43.25,30.58
-6.7,10.9,7.22,7.22,7.22,87,87,87.0,12.74,1.7
-6.7,155.1,15.57,15.57,15.57,21,21,21.0,21.14,10.0
-6.6,-157.4,4.085000000000001,4.085000000000001,4.085000000000001,69,69,69.0,10.46,-2.29
-6.2,24.9,26.36,26.36,26.36,48,48,48.0,33.39,19.33
-6.1,-169.5,21.315,21.315,21.315,95,95,95.0,28.23,14.4
-6.0,-27.4,36.385000000000005,36.385000000000005,36.385000000000005,46,46,46.0,39.81,32.96
-5.9,-165.8,2.94,2.94,2.94,72,72,72.0,8.93,-3.05
-5.9,8.6,-1.925,-1.925,-1.925,63,63,63.0,2.18,-6.03
-5.8,-78.3,33.54,33.54,33.54,32,32,32.0,38.3,28.78
-5.6,-127.3,31.86,31.86,31.86,36,36,36.0,37.33,26.39
-5.6,-63.9,38.84,38.84,38.84,40,40,40.0,46.67,31.01
-5.6,141.6,31.5,31.5,31.5,33,33,33.0,33.53,29.47
-5.4,-149.7,-7.93,-7.93,-7.93,26,26,26.0,-2.6,-13.26
-5.3,-121.2,-4.04,-4.04,-4.04,98,98,98.0,2.82,-10.9
-5.3,-112.5,36.765,36.765,36.765,61,61,61.0,41.81,31.72
-5.3,-75.6,37.52,37.52,37.52,11,11,11.0,41.5,33.54
-5.3,23.3,3.2,3.2,3.2,37,37,37.0,7.38,-0.98
-5.1,-93.4,30.42,30.42,30.42,75,75,75.0,35.92,24.92
-5.1,-26.5,36.915,36.915,36.915,66,66,66.0,41.41,32.42
-4.9,-127.8,4.08,4.08,4.08,17,17,17.0,7.2,0.96
-4.9,165.5,12.735,12.735,12.735,36,36,36.0,16.9,8.57
-4.8,71.4,34.754999999999995,34.754999999999995,34.754999999999995,92,92,92.0,38.19,31.32
-4.8,130.4,2.2750000000000004,2.2750000000000004,2.2750000000000004,14,14,14.0,6.48,-1.93
-4.7,114.0,12.965,12.965,12.965,10,10,10.0,15.55,10.38
-4.6,-93.8,8.969999999999999,8.969999999999999,8.969999999999999,54,54,54.0,13.18,4.76
-4.5,-62.6,34.2,34.2,34.2,22,22,22.0,38.13,30.27
-4.5,-19.1,11.19,11.19,11.19,13,13,13.0,17.9,4.48
-4.5,123.2,-6.59,-6.59,-6.59,71,71,71.0,-3.17,-10.01
-4.5,129.3,22.375,22.375,22.375,96,96,96.0,27.6,17.15
-4.4,21.8,18.735,18.735,18.735,51,51,51.0,21.99,15.48
-4.4,26.8,-8.73,-8.73,-8.73,13,13,13.0,-3.14,-14.32
-4.3,-82.7,40.010000000000005,40.010000000000005,40.010000000000005,10,10,10.0,46.27,33.75
-4.1,36.6,4.665,4.665,4.665,94,94,94.0,9.5,-0.17
-4.0,-74.5,12.86,12.86,12.86,34,34,34.0,16.87,8.85
-3.9,91.8,5.57,5.57,5.57,25,25,25.0,9.63,1.51
-3.9,139.8,26.98,26.98,26.98,37,37,37.0,31.81,22.15
-3.8,-24.3,-5.965000000000001,-5.965000000000001,-5.965000000000001,76,76,76.0,-1.8,-10.13
-3.8,57.4,-1.83,-1.83,-1.83,87,87,87.0,0.45,-4.11
-3.8,138.4,16.775,16.775,16.775,91,91,91.0,21.68,11.87
-3.7,-81.3,22.805,22.805,22.805,87,87,87.0,26.98,18.63
-3.7,80.5,30.825000000000003,30.825000000000003,30.825000000000003,31,31,31.0,35.02,26.63
-3.5,-170.9,18.705,18.705,18.705,54,54,54.0,24.62,12.79
-3.5,-122.0,-11.0,-11.0,-11.0,14,14,14.0,-5.74,-16.26
-3.5,-15.5,36.48,36.48,36.48,82,82,82.0,42.74,30.22
-3.5,141.9,13.38,13.38,13.38,89,89,89.0,18.59,8.17
-3.4,-59.8,8.969999999999999,8.969999999999999,8.969999999999999,92,92,92.0,14.61,3.33
-3.4,53.8,-5.35,-5.35,-5.35,99,99,99.0,1.3,-12.0
-3.4,89.9,-7.755,-7.755,-7.755,82,82,82.0,-1.42,-14.09
-3.4,121.0,5.29,5.29,5.29,19,19,19.0,11.38,-0.8
-3.4,169.8,-5.72,-5.72,-5.72,83,83,83.0,0.38,-11.82
-3.3,-123.9,-15.605,-15.605,-15.605,92,92,92.0,-11.78,-19.43
-3.3,-70.5,-14.165,-14.165,-14.165,53,53,53.0,-12.0,-16.33
-3.2,-178.5,5.35,5.35,5.35,21,21,21.0,7.31,3.39
-3.2,-56.8,32.8,32.8,32.8,38,38,38.0,37.1,28.5
-3.2,-45.7,-7.935,-7.935,-7.935,13,13,13.0,-2.63,-13.24
-3.2,20.5,34.735,34.735,34.735,54,54,54.0,36.51,32.96
-3.1,-71.5,4.565,4.565,4.565,49,49,49.0,6.38,2.75
-3.1,33.1,-10.305,-10.305,-10.305,51,51,51.0,-5.85,-14.76
-3.0,-177.2,-7.194999999999999,-7.194999999999999,-7.194999999999999,11,11,11.0,-0.87,-13.52
-3.0,22.3,-9.7,-9.7,-9.7,81,81,81.0,-4.61,-14.79
-2.9,-155.3,8.915,8.915,8.915,59,59,59.0,12.62,5.21
-2.9,-99.9,29.9,29.9,29.9,41,41,41.0,33.01,26.79
-2.9,175.0,21.985,21.985,21.985,95,95,95.0,24.56,19.41
-2.8,33.2,27.79,27.79,27.79,35,35,35.0,31.58,24.0
-2.8,164.1,22.76,22.76,22.76,81,81,81.0,26.12,19.4
-2.7,109.0,7.975,7.975,7.975,40,40,40.0,12.23,3.72
-2.5,-45.9,33.935,33.935,33.935,57,57,57.0,36.93,30.94
-2.4,-89.4,-6.98,-6.98,-6.98,92,92,92.0,-1.26,-12.7
-2.4,-89.1,24.315,24.315,24.315,85,85,85.0,25.81,22.82
-2.4,-25.5,7.965,7.965,7.965,10,10,10.0,11.07,4.86
-2.4,155.1,15.19,15.19,15.19,90,90,90.0,18.03,12.35
-2.3,-121.6,11.42,11.42,11.42,10,10,10.0,16.9,5.94
-2.1,-155.3,20.165,20.165,20.165,72,72,72.0,24.82,15.51
-2.0,44.6,30.14,30.14,30.14,37,37,37.0,34.31,25.97
-2.0,155.4,18.93,18.93,18.93,90,90,90.0,23.11,14.75
-1.8,-45.0,41.345,41.345,41.345,67,67,67.0,47.02,35.67
-1.8,11.1,7.33,7.33,7.33,19,19,19.0,10.65,4.01
-1.5,108.5,16.835,16.835,16.835,80,80,80.0,20.67,13.0
-1.3,-48.4,16.785,16.785,16.785,99,99,99.0,22.03,11.54
-1.2,16.6,11.265,11.265,11.265,32,32,32.0,17.79,4.74
-0.9,144.4,26.47,26.47,26.47,61,61,61.0,28.57,24.37
-0.6,-167.4,3.695,3.695,3.695,29,29,29.0,6.94,0.45
-0.2,95.1,-10.55,-10.55,-10.55,69,69,69.0,-5.26,-15.84
-0.1,-65.6,16.415,16.415,16.415,63,63,63.0,21.95,10.88
-0.0,-102.0,40.785,40.785,40.785,74,74,74.0,45.56,36.01
0.1,70.5,34.715,34.715,34.715,47,47,47.0,39.63,29.8
0.1,162.0,38.1,38.1,38.1,31,31,31.0,42.12,34.08
0.2,-1.6,12.829999999999998,12.829999999999998,12.829999999999998,73,73,73.0,18.08,7.58
0.4,-126.5,-14.695,-14.695,-14.695,54,54,54.0,-9.42,-19.97
0.4,-107.7,14.735,14.735,14.735,68,68,68.0,20.34,9.13
0.6,-60.3,9.46,9.46,9.46,66,66,66.0,14.14,4.78
0.6,149.8,17.39,17.39,17.39,84,84,84.0,22.68,12.1
0.7,-173.8,0.9300000000000002,0.9300000000000002,0.9300000000000002,53,53,53.0,7.74,-5.88
0.7,147.0,39.445,39.445,39.445,11,11,11.0,45.2,33.69
0.7,148.9,-13.48,-13.48,-13.48,22,22,22.0,-10.45,-16.51
0.8,51.9,9.02,9.02,9.02,21,21,21.0,12.23,5.81
0.9,-89.5,-13.005,-13.005,-13.005,93,93,93.0,-10.34,-15.67
1.0,177.8,24.52,24.52,24.52,85,85,85.0,29.98,19.06
1.2,-113.6,-4.995,-4.995,-4.995,95,95,95.0,-1.89,-8.1
1.3,-96.7,30.785,30.785,30.785,41,41,41.0,36.65,24.92
1.3,-5.4,1.135,1.135,1.135,29,29,29.0,5.33,-3.06
1.4,17.1,30.875,30.875,30.875,82,82,82.0,35.8,25.95
1.4,44.9,30.230000000000004,30.230000000000004,30.230000000000004,66,66,66.0,37.27,23.19
1.6,169.0,-11.04,-11.04,-11.04,30,30,30.0,-6.04,-16.04
1.7,0.1,-11.544999999999998,-11.544999999999998,-11.544999999999998,18,18,18.0,-6.51,-16.58
1.7,83.0,27.45,27.45,27.45,49,49,49.0,31.41,23.49
1.8,-110.2,39.0,39.0,39.0,39,39,39.0,43.01,34.99
1.8,142.2,-6.295,-6.295,-6.295,97,97,97.0,-0.29,-12.3
1.9,121.4,3.135,3.135,3.135,43,43,43.0,7.57,-1.3
2.0,97.4,27.965000000000003,27.965000000000003,27.965000000000003,92,92,92.0,33.34,22.59
2.1,-129.6,17.38,17.38,17.38,67,67,67.0,22.75,12.01
2.1,113.2,21.545,21.545,21.545,43,43,43.0,26.38,16.71
2.2,88.6,13.44,13.44,13.44,48,48,48.0,18.5,8.38
2.2,115.1,22.495,22.495,22.495,83,83,83.0,27.0,17.99
2.4,-148.3,39.275,39.275,39.275,59,59,59.0,45.62,32.93
2.4,-80.8,-10.93,-10.93,-10.93,65,65,65.0,-5.8,-16.06
2.7,-133.0,19.22,19.22,19.22,72,72,72.0,23.42,15.02
2.7,-95.7,10.515,10.515,10.515,98,98,98.0,13.22,7.81
2.9,-157.0,36.175,36.175,36.175,17,17,17.0,38.63,33.72
3.0,-151.8,6.505000000000001,6.505000000000001,6.505000000000001,20,20,20.0,10.81,2.2
3.1,-142.1,9.865,9.865,9.865,65,65,65.0,14.35,5.38
3.2,54.2,41.04,41.04,41.04,38,38,38.0,45.14,36.94
3.5,-179.9,16.105,16.105,16.105,97,97,97.0,19.1,13.11
3.5,-49.1,38.73,38.73,38.73,42,42,42.0,44.72,32.74
3.6,-75.7,-5.565,-5.565,-5.565,30,30,30.0,-0.08,-11.05
3.7,75.6,20.405,20.405,20.405,12,12,12.0,21.53,19.28
3.7,89.5,13.535,13.535,13.535,13,13,13.0,16.76,10.31
3.8,-118.2,4.46,4.46,4.46,19,19,19.0,6.78,2.14
4.0,90.6,27.74,27.74,27.74,92,92,92.0,30.88,24.6
4.3,14.7,32.58,32.58,32.58,17,17,17.0,38.53,26.63
4.4,139.1,-0.8450000000000002,-0.8450000000000002,-0.8450000000000002,19,19,19.0,3.54,-5.23
4.5,-138.1,-4.69,-4.69,-4.69,75,75,75.0,-1.94,-7.44
